order_id,order_date,customer_name,customer_email,customer_phone,state,platform,category,product_name,unit_price,quantity,discount_pct,total_amount,payment_method,customer_age,customer_gender,customer_segment,rating,delivery_days,returned
ORD-100294,2023-12-25,Customer_44,customer294@example.com,0900708818,Oyo,Jumia,Fashion,Female Aso-Oke,19427.21,2,10,34968.98,Bank Transfer,36,Female,New,1,13,False
ORD-100295,2023-12-26,Customer_67,missing@,08050372411,Rivers,Jumia,Books,Nigerian Law Reports,2190.35,4,15,7447.19,Pay on Delivery,20,Male,New,1,8,True
ORD-100296,2023-12-27,  Customer_62  ,customer296@example.com,0816179064,Oyo,WhatsApp Commerce,Phones & Tablets,Tecno Spark 20 Pro,292323.4,1,0,292323.4,USSD,,Female,Regular,5,10,False
ORD-100297,2023-12-28,Customer_12,customer297@example.com,08070791651,Anambra,Jiji,Sports,Adidas Running Sneakers,64134.75,1,10,57721.28,Bank Transfer,35,Female,Premium,3,13,False
ORD-100298,2023-12-30,Customer_30,customer298@example.com,08072064460,Kano,WhatsApp Commerce,Furniture,Glass Centre Table,372829.11,1,10,335546.2,Bank Transfer,52,Male,VIP,5,1,True
ORD-100299,N/A,Customer_95,customer299@example.com,08047994692,Rivers,Jumia,Beauty,Dark & Lovely Relaxer,880.98,3,0,2642.94,Pay on Delivery,18,Male,Regular,1,2,False
ORD-100300,2024-01-01,Customer_87,customer300@example.com,08048932875,Enugu,Flutterwave Store,Electronics,Samsung Smart TV,171549.11,2,0,343098.22,USSD,,Male,New,4,10,True
ORD-100301,2024-01-02,Customer_65,customer301@example.com,08005225295,Kano,Jumia,Electronics,Scanfrost Refrigerator,114495.96,1,20,91596.77,POS,48,Female,Regular,2,4,False
ORD-100302,2024-01-04,Customer_41,missing@,08071631603,Kano,WhatsApp Commerce,Groceries,Dangote Semolina 10kg,6896.16,1,15,5861.74,Pay on Delivery,24,Female,VIP,4,5,False
ORD-100303,2024-01-05,Customer_20,customer303@example.com,08029912097,Anambra,Jumia,Phones & Tablets,Tecno Spark 20 Pro,582398.29,4,0,2329593.16,POS,24,Male,VIP,4,13,True
ORD-100304,2024-01-06,CUSTOMER_6,customer304@example.com,08021492273,Oyo,Jumia,Fashion,Ankara Midi Dress,27537.11,2,20,44059.38,USSD,19,Female,Regular,1,2,False
ORD-100305,2024-01-07,Customer_75,customer305@example.com,0925316099,Imo,WhatsApp Commerce,Furniture,Glass Centre Table,156701.18,5,10,705155.31,Bank Transfer,50,Male,VIP,5,1,False
ORD-100306,2024-01-08,Customer_99,customer306@example.com,08097158057,Lagos,WhatsApp Commerce,Books,WAEC Past Questions,11031.66,5,15,46884.56,Pay on Delivery,32,Female,New,3,9,False
ORD-100307,2024-01-10,Customer_4,customer307@example.com,08045423638,Kaduna,Flutterwave Store,Fashion,Female Gele Headtie,4416.78,2,20,7066.85,Pay on Delivery,49,Female,VIP,,999,False
ORD-100308,2024-01-11,Customer_93,,08047497789,Kaduna,WhatsApp Commerce,Beauty,MAC Foundation,3449.12,1,5,3276.66,Pay on Delivery,39,Female,Premium,5,999,True
ORD-100309,2024-01-12,Customer_10,customer309@example.com,08024521648,Delta,Flutterwave Store,Phones & Tablets,Infinix Hot 40 Pro,334597.06,5,20,1338388.24,Card,47,Female,Premium,3,4,False
ORD-100310,2024-01-13,Customer_51,customer310@example.com,08053849586,Delta,Konga,Beauty,Maybelline Mascara,3811.39,3,0,11434.17,USSD,16,Male,VIP,4,2,False
ORD-100311,2024-01-15,Customer_93,customer311@example.com,08031292352,Kano,Konga,Sports,Yoga Mat Non-Slip,114900.64,5,10,517052.88,Card,23,Male,Regular,,11,False
ORD-100312,2024-01-16,Customer_38,customer312@example.com,08008848686,Kano,WhatsApp Commerce,Books,ICAN Study Pack,9818.28,5,20,39273.12,Pay on Delivery,60,Male,VIP,5,4,True
ORD-100313,2024-01-17,Customer_1,customer313@example.com,08076543627,Imo,Jumia,Sports,Yoga Mat Non-Slip,33300.97,5,0,166504.85,Pay on Delivery,38,Female,Premium,2,8,False
ORD-100314,2024-01-18,Customer_8,customer314@example.com,08018472617,Anambra,Jiji,Groceries,Titus Sardine 50pcs,4914.16,1,0,4914.16,POS,62,Female,New,5,8,False
ORD-100315,N/A,Customer_81,customer315@example.com,08030489381,Lagos,Jumia,Beauty,Maybelline Mascara,24572.4,1,0,24572.4,Card,55,Male,Premium,1,,False
ORD-100316,2024-01-21,Customer_83,customer316@example.com,08034700883,XXX,WhatsApp Commerce,Groceries,Titus Sardine 50pcs,7131.49,3,5,20324.75,Bank Transfer,27,Male,VIP,3,12,False
ORD-100317,2024-01-22,Customer_63,notanemail,08035084230,Imo,Flutterwave Store,Electronics,LG Air Conditioner,216267.48,1,10,194640.73,USSD,27,Male,VIP,2,9,False
ORD-100318,2024-01-23,,customer318@example.com,08031838926,Kaduna,Jumia,Sports,Kettlebell 20kg,108735.7,2,0,217471.4,Bank Transfer,61,Female,Regular,3,13,False
ORD-100319,2024-01-24,Customer_15,customer319@example.com,,Enugu,Konga,Phones & Tablets,Samsung Galaxy A55,791726.46,2,0,1583452.92,Bank Transfer,62,Male,VIP,3,11,False
ORD-100320,2024-01-25,Customer_31,customer320@example.com,08068293939,Unknwon,WhatsApp Commerce,Beauty,Neutrogena Body Lotion,18789.14,2,5,35699.37,USSD,30,Male,VIP,,12,False
ORD-100321,2024-01-27,Customer_21,customer321@example.com,08023219801,Enugu,Jumia,Furniture,Computer Work Desk,55868.54,4,0,223474.16,Pay on Delivery,56,Male,New,1,5,False
ORD-100322,2024-01-28,Customer_3,customer322@example.com,08004954306,Lagos,Jumia,Books,WAEC Past Questions,5537.07,5,0,27685.35,POS,34,Male,New,3,7,False
ORD-100323,2024-01-29,Customer_66,customer323@example.com,08029394040,Lagos,Flutterwave Store,Fashion,Ankara Midi Dress,38107.59,4,0,152430.36,Pay on Delivery,41,Male,New,5,3,False
ORD-100324,2024-01-30,Customer_35,customer324@example.com,08028168594,Anambra,Flutterwave Store,Phones & Tablets,Samsung Galaxy A55,211385.43,1,0,211385.43,Pay on Delivery,44,Male,Regular,5,10,True
ORD-100325,2024-02-01,Customer_41,customer325@example.com,08041765448,Unknwon,Flutterwave Store,Phones & Tablets,Xiaomi Redmi Note 13,670441.53,2,0,1340883.06,Card,37,Male,Regular,4,4,False
ORD-100326,2024-02-02,Customer_59,,08053968447,Kano,Jiji,Groceries,Titus Sardine 50pcs,1402.54,3,0,4207.62,Bank Transfer,55,Male,Premium,1,10,False
ORD-100327,2024-02-03,Customer_16,customer327@example.com,08091825516,Delta,WhatsApp Commerce,Sports,Nigeria Football Jersey,8492.61,1,10,7643.35,Bank Transfer,36,Male,Regular,1,9,False
ORD-100328,2024-02-04,Customer_56,customer328@example.com,08007107155,Imo,WhatsApp Commerce,Beauty,Neutrogena Body Lotion,10094.99,5,15,42903.71,Bank Transfer,53,Female,New,5,10,False
ORD-100329,2024-02-05,Customer_45,customer329@example.com,08029366711,Anambra,Konga,Beauty,Neutrogena Body Lotion,1688.91,2,20,2702.26,POS,35,Male,Regular,2,10,False
ORD-100330,N/A,Customer_59,notanemail,08089838249,Imo,Konga,Electronics,LG Air Conditioner,335685.54,3,0,1007056.62,POS,44,Male,VIP,4,12,False
ORD-100331,2024-02-08,Customer_50,customer331@example.com,08029853376,Rivers,WhatsApp Commerce,Electronics,Sony Home Theatre,291778.91,5,0,1458894.55,POS,19,Male,Regular,4,1,False
ORD-100332,2024-02-09,Customer_85,customer332@example.com,08072891501,,Jumia,Books,JAMB CBT Practice Book,9848.31,4,0,39393.24,USSD,999,Female,VIP,5,2,False
ORD-100333,2024-02-10,Customer_12,customer333@example.com,08070892108,Oyo,WhatsApp Commerce,Groceries,Golden Penny Rice 25kg,5223.33,4,0,20893.32,POS,43,Female,Premium,5,5,True
ORD-100334,2024-02-12,Customer_92,customer334@example.com,08006166986,Kaduna,Jiji,Phones & Tablets,Tecno Spark 20 Pro,200487.88,3,10,541317.28,Card,43,Male,VIP,2,3,True
ORD-100335,2024-02-13,Customer_12,customer335@example.com,08073737435,Kano,Konga,Beauty,Dark & Lovely Relaxer,13341.9,4,0,53367.6,Card,19,Female,New,2,2,False
ORD-100336,2024-02-14,Customer_33,notanemail,08018929397,Kano,Konga,Furniture,Glass Centre Table,308705.18,2,5,586539.84,Pay on Delivery,37,Female,Premium,1,1,False
ORD-100337,2024-02-15,Customer_84,customer337@example.com,08096483210,Kano,Konga,Groceries,Golden Penny Rice 25kg,4437.74,1,5,,Pay on Delivery,27,Male,Premium,4,10,False
ORD-100338,2024-02-16,Customer_49,customer338@example.com,0828844355,Enugu,WhatsApp Commerce,Books,ACCA F3 Textbook,4010.52,1,15,3408.94,Pay on Delivery,60,Female,Premium,4,3,False
ORD-100339,2024-02-18,,customer339@example.com,08016846312,Delta,Konga,Books,WAEC Past Questions,6764.68,1,0,6764.68,Pay on Delivery,18,Female,New,5,1,False
ORD-100340,2024-02-19,Customer_60,customer340@example.com,08056237365,Anambra,Konga,Groceries,Honeywell Flour 10kg,4183.9,5,0,20919.5,Card,37,Male,VIP,1,12,False
ORD-100341,2024-02-20,Customer_52,customer341@example.com,08025268209,Anambra,WhatsApp Commerce,Books,Nigerian Law Reports,11960.43,1,0,11960.43,Pay on Delivery,59,Male,Premium,4,1,False
ORD-100342,2024-02-21,Customer_54,customer342@example.com,08007818476,Enugu,Jumia,Groceries,Indomie Noodles Carton,7230.77,1,15,6146.15,Card,17,Female,New,1,999,True
ORD-100343,2024-02-23,Customer_39,customer343@example.com,08014285023,Lagos,Konga,Fashion,Ankara Midi Dress,22193.68,1,5,21084.0,POS,,Male,Premium,,1,False
ORD-100344,2024-02-24,Customer_49,customer344@example.com,08030717575,Delta,Konga,Groceries,Dangote Semolina 10kg,5172.03,3,0,15516.09,POS,49,Male,Premium,5,8,False
ORD-100345,2024-02-25,Customer_64,customer345@example.com,08099767761,Rivers,Konga,Sports,Yoga Mat Non-Slip,90500.98,1,15,76925.83,USSD,42,Male,New,1,3,False
ORD-100346,2024-02-26,Customer_100,customer346@example.com,08058010924,Rivers,Jiji,Groceries,Titus Sardine 50pcs,761.49,1,15,647.27,Pay on Delivery,,Female,Regular,2,11,False
ORD-100347,2024-02-27,Customer_86,customer347@example.com,08075002977,Kano,WhatsApp Commerce,Books,JAMB CBT Practice Book,10865.15,1,0,10865.15,POS,16,Male,Premium,2,1,False
ORD-100348,2024-02-29,Customer_26,customer348@example.com,08023832464,Anambra,Konga,Beauty,Dark & Lovely Relaxer,21615.07,2,0,43230.14,POS,23,Female,Regular,3,7,False
ORD-100349,2024-03-01,Customer_71,customer349@example.com,08031951204,Abuja,Jiji,Sports,Treadmill Manual,56519.56,3,10,152602.81,Bank Transfer,38,Female,Premium,5,10,False
ORD-100350,2024-03-02,Customer_7,customer350@example.com,08064175331,Lagos,Jumia,Books,ACCA F3 Textbook,5424.63,2,0,10849.26,Bank Transfer,53,Male,Regular,3,3,False
ORD-100351,2024-03-03,Customer_72,customer351@example.com,08024955352,Imo,Jumia,Electronics,LG Air Conditioner,106441.39,1,5,101119.32,Card,21,Female,VIP,2,8,True
ORD-100352,2024-03-04,Customer_62,customer352@example.com,08031620198,Kano,Jiji,Electronics,LG Air Conditioner,174686.74,2,0,349373.48,USSD,37,Male,Regular,3,999,False
ORD-100353,2024-03-06,Customer_90,customer353@example.com,08050132076,Rivers,Jumia,Beauty,Nivea Fair & Lovely,1873.92,2,0,3747.84,Bank Transfer,40,Male,Regular,5,4,True
ORD-100354,07/03/2024,Customer_88,customer354@example.com,08030900030,Rivers,Flutterwave Store,Beauty,Nivea Fair & Lovely,21423.08,2,20,34276.93,USSD,33,Male,Regular,5,5,False
ORD-100355,2024-03-08,Customer_24,customer355@example.com,08061768535,Delta,Jumia,Sports,Treadmill Manual,7144.42,5,20,28577.68,POS,32,Male,Regular,1,6,False
ORD-100356,2024-03-09,Customer_40,customer356@example.com,08082210026,Lagos,Flutterwave Store,Fashion,Female Aso-Oke,16484.68,1,15,14011.98,Card,27,Male,VIP,4,7,False
ORD-100357,2024-03-11,Customer_76,customer357@example.com,08060154710,Lagos,Jiji,Beauty,Nivea Fair & Lovely,23344.47,1,0,23344.47,USSD,21,Female,New,1,4,False
ORD-100358,2024-03-12,Customer_47,customer358@example.com,08077175861,Abuja,Flutterwave Store,Electronics,Sony Home Theatre,261296.24,1,10,235166.62,Bank Transfer,41,Female,Regular,5,8,False
ORD-100359,N/A,Customer_8,customer359@example.com,08063833873,Rivers,Jumia,Groceries,Dangote Semolina 10kg,2610.43,2,0,5220.86,POS,42,Male,New,2,13,False
ORD-100360,2024-03-14,Customer_54,customer360@example.com,08069576431,Kaduna,Konga,Books,WAEC Past Questions,3928.61,2,5,7464.36,Pay on Delivery,23,Female,Premium,2,6,True
ORD-100361,2024-03-15,Customer_9,customer361@example.com,08033416453,Delta,Flutterwave Store,Electronics,Sony Home Theatre,16702.52,1,20,0,POS,34,Female,New,1,1,False
ORD-100362,2024-03-17,Customer_3,customer362@example.com,08045208823,Anambra,Jumia,Electronics,LG Air Conditioner,248064.29,1,10,223257.86,Bank Transfer,57,Female,Regular,5,1,False
ORD-100363,"March 18, 2024",,customer363@example.com,08025703017,Kaduna,Konga,Fashion,Female Aso-Oke,4573.3,5,5,21723.18,Bank Transfer,16,Female,New,2,9,False
ORD-100364,2024-03-19,CUSTOMER_21,customer364@example.com,08012885241,Oyo,Jiji,Sports,Adidas Running Sneakers,65314.49,1,5,62048.77,Pay on Delivery,44,Male,VIP,5,10,False
ORD-100365,2024-03-20,Customer_95,customer365@example.com,08075712690,Delta,Jiji,Sports,Yoga Mat Non-Slip,115568.27,3,0,346704.81,POS,60,Male,VIP,2,6,False
ORD-100366,N/A,Customer_48,customer366@example.com,08076322388,Imo,WhatsApp Commerce,Phones & Tablets,Xiaomi Redmi Note 13,118743.68,5,15,504660.64,USSD,64,Male,Regular,5,10,False
ORD-100367,2024-03-23,  Customer_47  ,notanemail,08003173434,Anambra,Jiji,Fashion,Men Senator Native,40515.4,1,0,40515.4,USSD,50,Female,New,3,8,False
ORD-100368,2024-03-24,Customer_88,customer368@example.com,08026212273,Lagos,WhatsApp Commerce,Groceries,Golden Penny Rice 25kg,7936.07,2,0,15872.14,POS,55,Female,Premium,5,13,False
ORD-100369,2024-03-25,Customer_68,notanemail,08043876743,Anambra,Jiji,Sports,Adidas Running Sneakers,10197.49,2,10,18355.48,USSD,29,Male,VIP,5,7,False
ORD-100370,2024-03-26,Customer_84,customer370@example.com,08057616543,Delta,Jiji,Books,JAMB CBT Practice Book,10735.39,1,15,9125.08,POS,,Male,Regular,-99,12,True
ORD-100371,2024-03-28,Customer_63,,0896275722,Rivers,Jiji,Beauty,Neutrogena Body Lotion,13289.11,1,10,11960.2,POS,63,Female,VIP,3,6,False
ORD-100372,2024-03-29,Customer_16,customer372@example.com,08001033447,Oyo,WhatsApp Commerce,Fashion,Men Senator Native,41026.83,5,15,174364.03,Bank Transfer,60,Male,Regular,4,4,False
ORD-100373,2024-03-30,Customer_74,customer373@example.com,0980332502,Lagos,WhatsApp Commerce,Beauty,MAC Foundation,14625.92,3,20,35102.21,Card,35,Female,New,1,7,False
ORD-100374,2024-03-31,Customer_90,customer374@example.com,08088394811,Kaduna,Flutterwave Store,Electronics,Scanfrost Refrigerator,236807.52,1,10,213126.77,Bank Transfer,64,Male,New,4,9,False
ORD-100375,2024-04-02,  Customer_93  ,customer375@example.com,08074918167,Enugu,Jumia,Books,JAMB CBT Practice Book,7072.81,4,0,28291.24,USSD,28,Male,New,2,11,False
ORD-100376,2024-04-03,Customer_5,customer376@example.com,08003600532,Oyo,Jumia,Books,Nigerian Law Reports,10536.52,3,15,26868.13,Card,53,Female,New,4,10,False
ORD-100377,2024-04-04,Customer_11,customer377@example.com,0968217920,Abuja,Jumia,Electronics,LG Air Conditioner,260859.82,5,15,1108654.24,POS,64,Male,New,5,10,False
ORD-100378,2024-04-05,,missing@,08009405996,Unknwon,Jiji,Fashion,Female Gele Headtie,24653.56,2,5,46841.76,USSD,61,Male,Regular,4,7,False
ORD-100379,2024-04-06,Customer_79,customer379@example.com,08038087456,Imo,Jumia,Electronics,Hisense Chest Freezer,305833.87,2,5,581084.35,Pay on Delivery,64,Male,VIP,1,1,False
ORD-100380,2024-04-08,Customer_70,customer380@example.com,08065514263,Kaduna,WhatsApp Commerce,Beauty,Dark & Lovely Relaxer,6735.91,5,0,33679.55,USSD,23,Male,Premium,1,10,False
ORD-100381,2024-04-09,CUSTOMER_48,customer381@example.com,08056725918,Imo,Flutterwave Store,Phones & Tablets,Samsung Galaxy A55,155365.6,2,10,279658.08,Card,58,Male,VIP,4,9,False
ORD-100382,2024-04-10,Customer_15,customer382@example.com,08091804047,Anambra,Konga,Books,ICAN Study Pack,2932.32,1,5,2785.7,Card,35,Male,New,1,13,False
ORD-100383,2024-04-11,Customer_84,customer383@example.com,08017406540,Rivers,Flutterwave Store,Furniture,6ft Orthopedic Mattress,183654.22,1,0,183654.22,POS,48,Female,VIP,1,4,False
ORD-100384,2024-04-12,Customer_34,customer384@example.com,0854333059,Anambra,Jumia,Furniture,Glass Centre Table,138377.76,4,20,442808.83,Pay on Delivery,41,Female,VIP,4,3,True
ORD-100385,2024-04-14,Customer_60,customer385@example.com,08071281536,Rivers,Jumia,Beauty,MAC Foundation,23308.19,3,20,55939.66,POS,54,Female,Regular,3,4,False
ORD-100386,2024-04-15,Customer_62,customer386@example.com,08088930179,Kano,WhatsApp Commerce,Groceries,Honeywell Flour 10kg,1293.76,3,5,3687.22,Pay on Delivery,,Female,Premium,3,4,False
ORD-100387,2024-04-16,Customer_2,customer387@example.com,08030637882,Kano,Flutterwave Store,Sports,Adidas Running Sneakers,84781.92,1,10,76303.73,Pay on Delivery,64,Female,Premium,2,13,False
ORD-100388,2024-04-17,Customer_80,customer388@example.com,08059755367,Imo,WhatsApp Commerce,Electronics,Hisense Chest Freezer,78389.22,4,15,266523.35,POS,57,Male,New,1,10,True
ORD-100389,2024-04-19,Customer_19,customer389@example.com,08027005983,Abuja,WhatsApp Commerce,Electronics,Hisense Chest Freezer,310348.44,1,0,310348.44,USSD,58,Male,Regular,4,11,False
ORD-100390,2024-04-20,Customer_98,customer390@example.com,08005822139,Imo,Konga,Groceries,Indomie Noodles Carton,7709.86,1,10,6938.87,Bank Transfer,56,Female,Regular,1,2,False
ORD-100391,2024-04-21,Customer_49,customer391@example.com,08002958424,Kano,WhatsApp Commerce,Groceries,Titus Sardine 50pcs,3991.03,2,0,7982.06,Pay on Delivery,24,Male,Regular,5,12,True
ORD-100392,2024-04-22,Customer_78,customer392@example.com,08064684147,Enugu,WhatsApp Commerce,Beauty,Nivea Fair & Lovely,22073.53,5,20,88294.12,Card,999,Male,Regular,1,1,True
ORD-100393,2024-04-23,,customer393@example.com,08092887777,Enugu,Konga,Beauty,Maybelline Mascara,924.51,3,5,2634.85,POS,52,Male,Regular,1,12,True
ORD-100394,2024-04-25,  Customer_28  ,customer394@example.com,08058720116,Abuja,Jiji,Groceries,Golden Penny Rice 25kg,6649.6,1,5,6317.12,USSD,64,Male,Premium,3,10,False
ORD-100395,N/A,Customer_48,customer395@example.com,,Abuja,Jiji,Books,ICAN Study Pack,3669.15,2,15,6237.56,Pay on Delivery,56,Male,Premium,4,12,False
ORD-100396,2024-04-27,Customer_96,customer396@example.com,08019635265,Abuja,Konga,Beauty,Dark & Lovely Relaxer,22790.57,1,0,22790.57,USSD,32,Female,VIP,1,1,False
ORD-100397,2024-04-28,Customer_37,customer397@example.com,08094853613,Imo,WhatsApp Commerce,Phones & Tablets,Xiaomi Redmi Note 13,35856.89,4,15,121913.43,POS,39,Female,Premium,3,13,True
ORD-100398,2024-04-30,Customer_74,customer398@example.com,08038157769,Kaduna,Jumia,Beauty,Maybelline Mascara,14259.6,3,0,42778.8,Card,36,Male,Regular,2,8,False
ORD-100399,2024-05-01,Customer_49,notanemail,08095517768,Delta,Flutterwave Store,Electronics,LG Air Conditioner,268472.99,5,0,1342364.95,Pay on Delivery,54,Female,VIP,3,2,False
ORD-100400,2024-05-02,Customer_48,customer400@example.com,08085162689,Lagos,Jumia,Beauty,MAC Foundation,7060.26,1,20,5648.21,Pay on Delivery,56,Female,Premium,-99,12,False
ORD-100401,2024-05-03,Customer_73,customer401@example.com,08055884487,Abuja,Jumia,Books,JAMB CBT Practice Book,3285.83,1,5,3121.54,USSD,54,Female,VIP,3,10,False
ORD-100402,2024-05-04,Customer_88,customer402@example.com,08052677062,Lagos,WhatsApp Commerce,Groceries,Titus Sardine 50pcs,1130.74,2,5,2148.41,POS,28,Female,Premium,1,5,True
ORD-100403,2024-05-06,Customer_100,customer403@example.com,08078225905,Kaduna,Flutterwave Store,Electronics,Scanfrost Refrigerator,124355.25,5,0,621776.25,Bank Transfer,26,Male,New,,12,True
ORD-100404,2024-05-07,Customer_29,customer404@example.com,08082026640,Delta,Flutterwave Store,Beauty,Neutrogena Body Lotion,14348.23,2,0,28696.46,Pay on Delivery,61,Female,Premium,2,4,False
ORD-100405,2024-05-08,Customer_60,customer405@example.com,08079991923,Abuja,Jiji,Books,Nigerian Law Reports,2451.11,4,20,7843.55,Card,34,Male,VIP,5,8,False
ORD-100406,2024-05-09,Customer_29,,08042915760,Abuja,Konga,Phones & Tablets,Infinix Hot 40 Pro,323171.95,2,15,549392.32,Pay on Delivery,26,Female,New,5,2,False
ORD-100407,2024-05-11,Customer_58,customer407@example.com,08058868748,Abuja,WhatsApp Commerce,Beauty,MAC Foundation,1019.55,2,0,2039.1,Pay on Delivery,,Female,Regular,5,10,False
ORD-100408,2024-05-12,Customer_48,customer408@example.com,08076890860,Enugu,Flutterwave Store,Books,JAMB CBT Practice Book,10041.74,1,15,8535.48,Bank Transfer,61,Male,VIP,2,9,False
ORD-100409,2024-05-13,Customer_23,customer409@example.com,08078597553,Kaduna,WhatsApp Commerce,Phones & Tablets,Tecno Spark 20 Pro,133263.27,4,10,479747.77,Bank Transfer,60,Male,Regular,5,7,False
ORD-100410,2024-05-14,Customer_27,customer410@example.com,08022445457,Lagos,Jiji,Groceries,Dangote Semolina 10kg,2625.07,1,5,2493.82,POS,16,Female,Regular,5,13,False
ORD-100411,2024-05-15,CUSTOMER_95,customer411@example.com,08054082186,Rivers,Jumia,Beauty,Nivea Fair & Lovely,1245.95,5,15,5295.29,Pay on Delivery,55,Female,VIP,3,7,False
ORD-100412,2024-05-17,Customer_7,customer412@example.com,08030380924,Rivers,Flutterwave Store,Phones & Tablets,Xiaomi Redmi Note 13,365664.2,3,0,1096992.6,Pay on Delivery,59,Male,Regular,1,1,False
ORD-100413,N/A,Customer_49,customer413@example.com,0877623802,Kaduna,Jiji,Electronics,Hisense Chest Freezer,296440.7,4,15,1007898.38,USSD,34,Female,VIP,1,12,False
ORD-100414,2024-05-19,Customer_54,customer414@example.com,08001372955,Abuja,WhatsApp Commerce,Groceries,Dangote Semolina 10kg,3441.13,2,10,6194.03,USSD,27,Male,VIP,3,2,False
ORD-100415,2024-05-20,Customer_68,customer415@example.com,08038519517,Rivers,Jiji,Electronics,LG Air Conditioner,75131.6,3,20,180315.84,Card,23,Male,Premium,3,4,True
ORD-100416,2024-05-21,Customer_78,customer416@example.com,08077530678,Lagos,Jiji,Furniture,6ft Orthopedic Mattress,383006.95,1,5,363856.6,Card,23,Male,New,3,4,False
ORD-100417,2024-05-23,Customer_42,customer417@example.com,08034904526,Rivers,Jiji,Fashion,Ankara Midi Dress,36024.3,2,0,72048.6,USSD,60,Female,Regular,1,11,False
ORD-100418,2024-05-24,Customer_74,customer418@example.com,0898361644,Lagos,Jiji,Beauty,Dark & Lovely Relaxer,5004.83,2,10,9008.69,Card,27,Male,Regular,5,3,False
ORD-100419,2024-05-25,Customer_59,customer419@example.com,08019379180,Abuja,Jiji,Phones & Tablets,Xiaomi Redmi Note 13,624703.39,1,5,593468.22,Pay on Delivery,,Male,New,,7,False
ORD-100420,2024-05-26,Customer_44,customer420@example.com,08056284438,Abuja,Jiji,Fashion,Ankara Midi Dress,42760.16,1,15,36346.14,Bank Transfer,48,Female,New,,12,False
ORD-100421,2024-05-28,Customer_98,customer421@example.com,08031823697,Imo,Konga,Fashion,Men Agbada Set,9571.05,2,20,15313.68,Pay on Delivery,60,Male,New,3,8,True
ORD-100422,2024-05-29,Customer_26,customer422@example.com,08069055517,Kano,WhatsApp Commerce,Phones & Tablets,iPhone 15 128GB,624802.98,4,0,0,USSD,41,Female,New,4,999,False
ORD-100423,2024-05-30,Customer_23,customer423@example.com,08013885830,Enugu,Jumia,Groceries,Dangote Semolina 10kg,5814.29,1,20,4651.43,POS,54,Female,New,3,4,True
ORD-100424,2024-05-31,Customer_73,customer424@example.com,08078951582,Delta,WhatsApp Commerce,Beauty,Neutrogena Body Lotion,12260.49,5,0,61302.45,POS,,Male,Premium,1,3,False
ORD-100425,2024-06-01,Customer_8,customer425@example.com,08041698643,Delta,Flutterwave Store,Furniture,Glass Centre Table,52512.22,2,0,105024.44,USSD,20,Female,VIP,3,2,False
ORD-100426,2024-06-03,CUSTOMER_53,customer426@example.com,08079999904,Anambra,Flutterwave Store,Electronics,Scanfrost Refrigerator,40022.63,3,20,96054.31,Pay on Delivery,23,Female,New,4,12,False
ORD-100427,2024-06-04,Customer_14,customer427@example.com,08069758566,Enugu,WhatsApp Commerce,Books,ACCA F3 Textbook,10406.08,1,5,,Card,40,Female,Premium,2,13,False
ORD-100428,2024-06-05,Customer_71,customer428@example.com,08003676236,Abuja,Jiji,Electronics,LG Air Conditioner,346699.7,2,0,693399.4,Card,42,Male,New,5,6,False
ORD-100429,2024-06-06,Customer_7,missing@,08058867500,Delta,Konga,Books,ACCA F3 Textbook,8501.36,1,0,8501.36,POS,61,Male,New,3,13,True
ORD-100430,2024-06-08,Customer_9,customer430@example.com,08070175911,Lagos,Jumia,Electronics,LG Air Conditioner,164396.03,2,5,312352.46,USSD,38,Male,Regular,4,4,False
ORD-100431,2024-06-09,CUSTOMER_3,customer431@example.com,08047683931,Anambra,Jiji,Phones & Tablets,Xiaomi Redmi Note 13,530393.84,3,0,1591181.52,USSD,45,Female,Regular,4,6,False
ORD-100432,2024-06-10,Customer_78,customer432@example.com,08006426120,Rivers,WhatsApp Commerce,Furniture,L-Shape Office Sofa,307338.03,2,20,,Bank Transfer,60,Male,Regular,2,2,False
ORD-100433,N/A,Customer_17,customer433@example.com,08068511897,Rivers,WhatsApp Commerce,Beauty,Dark & Lovely Relaxer,10083.42,2,0,20166.84,POS,62,Male,Regular,1,12,True
ORD-100434,2024-06-12,Customer_44,customer434@example.com,08031909399,Anambra,Konga,Books,ICAN Study Pack,1908.76,3,0,5726.28,USSD,38,Female,VIP,3,4,False
ORD-100435,2024-06-14,,customer435@example.com,08070036841,Kano,Konga,Beauty,Dark & Lovely Relaxer,20680.61,4,5,78586.32,Bank Transfer,64,Male,VIP,4,11,False
ORD-100436,"June 15, 2024",Customer_46,customer436@example.com,08088273204,Oyo,WhatsApp Commerce,Beauty,Dark & Lovely Relaxer,9798.37,1,15,8328.61,Card,62,Female,Regular,,6,False
ORD-100437,2024-06-16,Customer_90,customer437@example.com,08097772568,Lagos,Jiji,Beauty,MAC Foundation,20614.61,2,10,37106.3,POS,35,Male,Regular,5,5,False
ORD-100438,2024-06-17,Customer_58,customer438@example.com,08059993009,Delta,Jiji,Sports,Yoga Mat Non-Slip,32543.52,4,0,130174.08,POS,33,Female,New,4,3,False
ORD-100439,2024-06-19,Customer_28,customer439@example.com,0885616305,Kano,Jiji,Groceries,Golden Penny Rice 25kg,507.72,2,0,1015.44,USSD,33,Female,New,2,8,False
