order_id,order_date,customer_name,customer_email,customer_phone,state,platform,category,product_name,unit_price,quantity,discount_pct,total_amount,payment_method,customer_age,customer_gender,customer_segment,rating,delivery_days,returned,customer_phone_clean,total_recalc,order_year,order_month,order_monthname,order_quarter,age_group,is_high_value,discount_tier
ORD-100201,2023-01-01,Customer_25,customer201@example.com,8008776428.0,Delta,Whatsapp Commerce,Beauty,Dark & Lovely Relaxer,23773.22,2,0,47546.44,Pay On Delivery,41.5,Male,Premium,3.0,7.0,False,INVALID,47546.44,2023,1,January,Q1,36-45,False,No Discount
ORD-100202,2023-04-09,Customer_100,customer202@example.com,8097547261.0,Delta,Konga,Sports,Yoga Mat Non-Slip,49407.98,3,0,148223.94,Card,40.0,Female,New,3.0,6.0,False,INVALID,148223.94,2023,4,April,Q2,36-45,True,No Discount
ORD-100203,2023-05-09,Customer_89,customer203@example.com,8046990980.0,Enugu,Jiji,Electronics,Sony Home Theatre,334619.12,2,0,669238.24,Card,62.0,Male,Vip,3.0,7.0,False,INVALID,669238.24,2023,5,May,Q2,56-65,True,No Discount
ORD-100204,2023-06-09,Customer_92,customer204@example.com,8075583731.0,Enugu,Jumia,Books,Ican Study Pack,2658.01,1,5,2525.11,Bank Transfer,53.0,Male,Regular,5.0,13.0,False,INVALID,2525.1095,2023,6,June,Q2,46-55,False,0-9%
ORD-100205,2023-07-09,Customer_42,customer205@example.com,8038870646.0,Delta,Jiji,Furniture,L-Shape Office Sofa,254783.6,4,15,866264.24,Pay On Delivery,30.0,Female,Premium,2.0,10.0,False,INVALID,866264.24,2023,7,July,Q3,26-35,True,15-19%
ORD-100206,2023-09-09,Customer_39,customer206@example.com,8033127859.0,Lagos,Flutterwave Store,Beauty,Nivea Fair & Lovely,7331.85,4,5,27861.03,Ussd,36.0,Male,Vip,1.0,3.0,True,INVALID,27861.03,2023,9,September,Q3,36-45,False,0-9%
ORD-100207,2023-10-09,Customer_30,customer207@example.com,8067759708.0,Imo,Konga,Books,Ican Study Pack,7030.3,5,15,29878.78,Pay On Delivery,50.0,Female,New,1.0,3.0,True,INVALID,29878.774999999998,2023,10,October,Q4,46-55,False,15-19%
ORD-100208,2023-11-09,Customer_5,customer208@example.com,8084885096.0,Kaduna,Flutterwave Store,Phones & Tablets,Samsung Galaxy A55,158940.62,1,0,158940.62,Bank Transfer,61.0,Male,Vip,5.0,7.0,True,INVALID,158940.62,2023,11,November,Q4,56-65,True,No Discount
ORD-100209,2023-12-09,Customer_81,customer209@example.com,0000000000,Enugu,Konga,Furniture,Computer Work Desk,424726.59,3,0,1274179.77,Bank Transfer,29.0,Male,Regular,4.0,13.0,False,INVALID,1274179.77,2023,12,December,Q4,26-35,True,No Discount
ORD-100210,2023-01-01,Customer_18,customer210@example.com,8077013825.0,Oyo,Jumia,Sports,Yoga Mat Non-Slip,102029.72,5,0,510148.6,Bank Transfer,51.0,Male,Premium,4.0,2.0,False,INVALID,510148.6,2023,1,January,Q1,46-55,True,No Discount
ORD-100211,2023-01-01,Customer_21,customer211@example.com,8062549306.0,Rivers,Jiji,Sports,Kettlebell 20Kg,114762.65,1,0,114762.65,Card,41.5,Male,Premium,5.0,1.0,True,INVALID,114762.65,2023,1,January,Q1,36-45,True,No Discount
ORD-100212,2023-01-01,Customer_86,customer212@example.com,8065431954.0,Kaduna,Jiji,Furniture,Wardrobe 4-Door,98469.27,2,20,157550.83,Ussd,32.0,Male,New,3.0,9.0,True,INVALID,157550.83200000002,2023,1,January,Q1,26-35,True,20%+
ORD-100213,2023-01-01,Customer_50,customer213@example.com,8065894880.0,Delta,Konga,Sports,Kettlebell 20Kg,75929.91,1,15,64540.42,Bank Transfer,54.0,Female,Regular,1.0,9.0,False,INVALID,64540.423500000004,2023,1,January,Q1,46-55,False,15-19%
ORD-100214,2023-01-01,Customer_6,customer214@example.com,8065560305.0,Delta,Whatsapp Commerce,Groceries,Honeywell Flour 10Kg,4056.78,5,20,16227.12,Pos,24.0,Female,Vip,1.0,7.0,False,INVALID,16227.120000000003,2023,1,January,Q1,18-25,False,20%+
ORD-100215,2023-01-01,Customer_50,customer215@example.com,8083567887.0,Kano,Flutterwave Store,Furniture,Wardrobe 4-Door,188582.27,5,0,942911.35,Card,50.0,Female,New,2.0,7.0,False,INVALID,942911.35,2023,1,January,Q1,46-55,True,No Discount
ORD-100216,2023-01-01,Customer_80,customer216@example.com,8014020236.0,Delta,Jiji,Books,Nigerian Law Reports,4996.63,3,0,14989.89,Ussd,28.0,Female,Premium,5.0,3.0,False,INVALID,14989.89,2023,1,January,Q1,26-35,False,No Discount
ORD-100217,2023-01-01,Customer_66,customer217@example.com,8007394108.0,Rivers,Jiji,Furniture,6Ft Orthopedic Mattress,221076.94,2,10,397938.49,Pos,30.0,Male,Vip,3.0,10.0,False,INVALID,397938.492,2023,1,January,Q1,26-35,True,10-14%
ORD-100218,2023-01-01,Unknown Customer,customer218@example.com,8000838460.0,Oyo,Konga,Beauty,Neutrogena Body Lotion,17859.2,2,5,33932.48,Ussd,33.0,Male,New,3.0,2.0,False,INVALID,33932.48,2023,1,January,Q1,26-35,False,0-9%
ORD-100219,2023-01-01,Customer_57,customer219@example.com,8008200550.0,Anambra,Whatsapp Commerce,Sports,Treadmill Manual,72999.47,3,5,208048.49,Ussd,41.5,Female,Vip,2.0,11.0,False,INVALID,208048.4895,2023,1,January,Q1,36-45,True,0-9%
ORD-100220,2023-01-01,Customer_30,customer220@example.com,8092226332.0,Enugu,Flutterwave Store,Groceries,Titus Sardine 50Pcs,3947.61,1,0,3947.61,Pos,21.0,Female,Vip,2.0,7.0,False,INVALID,3947.61,2023,1,January,Q1,18-25,False,No Discount
ORD-100221,2023-01-01,Customer_58,customer221@example.com,8013756613.0,Kano,Whatsapp Commerce,Groceries,Honeywell Flour 10Kg,1069.5,1,0,1069.5,Pay On Delivery,42.0,Male,New,3.0,9.0,False,INVALID,1069.5,2023,1,January,Q1,36-45,False,No Discount
ORD-100222,2023-01-01,Customer_52,customer222@example.com,8052839150.0,Delta,Whatsapp Commerce,Phones & Tablets,Infinix Hot 40 Pro,94490.49,1,15,80316.92,Ussd,38.0,Female,Vip,2.0,7.0,False,INVALID,80316.9165,2023,1,January,Q1,36-45,True,15-19%
ORD-100223,2023-01-01,Customer_37,customer223@example.com,8007451182.0,Imo,Konga,Books,Acca F3 Textbook,1225.27,1,10,64540.42,Pay On Delivery,42.0,Male,Vip,2.0,13.0,False,INVALID,1102.743,2023,1,January,Q1,36-45,False,10-14%
ORD-100224,2023-01-01,Unknown Customer,customer224@example.com,8043917961.0,Lagos,Whatsapp Commerce,Fashion,Ankara Midi Dress,43627.22,2,10,78529.0,Ussd,41.5,Male,Regular,3.0,4.0,False,INVALID,78528.996,2023,1,January,Q1,36-45,True,10-14%
ORD-100225,2023-02-10,Customer_87,customer225@example.com,8060415662.0,Kano,Flutterwave Store,Fashion,Ankara Midi Dress,2723.29,2,20,4357.26,Pos,61.0,Female,Regular,4.0,6.0,False,INVALID,4357.264,2023,2,February,Q1,56-65,False,20%+
ORD-100226,2023-03-10,Customer_1,customer226@example.com,8077651581.0,Imo,Jumia,Furniture,6Ft Orthopedic Mattress,73969.53,4,5,281084.21,Ussd,53.0,Male,Premium,2.0,7.0,False,INVALID,281084.214,2023,3,March,Q1,46-55,True,0-9%
ORD-100227,2023-04-10,Customer_19,customer227@example.com,8052761608.0,Kaduna,Jumia,Phones & Tablets,Xiaomi Redmi Note 13,275666.37,1,0,275666.37,Bank Transfer,29.0,Male,Regular,2.0,10.0,True,INVALID,275666.37,2023,4,April,Q2,26-35,True,No Discount
ORD-100228,2023-05-10,Customer_46,customer228@example.com,8012094854.0,Kaduna,Flutterwave Store,Electronics,Lg Air Conditioner,285489.13,2,0,570978.26,Bank Transfer,51.0,Female,New,4.0,7.0,True,INVALID,570978.26,2023,5,May,Q2,46-55,True,No Discount
ORD-100229,2023-01-01,Customer_67,customer229@example.com,8071459774.0,Delta,Konga,Furniture,Wardrobe 4-Door,481996.92,2,0,963993.84,Ussd,23.0,Female,Vip,5.0,10.0,False,INVALID,963993.84,2023,1,January,Q1,18-25,True,No Discount
ORD-100230,2023-08-10,Customer_2,customer230@example.com,8086531752.0,Kano,Jiji,Phones & Tablets,Xiaomi Redmi Note 13,639360.37,4,20,2045953.18,Pos,50.0,Male,Premium,4.0,2.0,True,INVALID,2045953.1840000001,2023,8,August,Q3,46-55,True,20%+
ORD-100231,2023-09-10,Customer_56,customer231@example.com,8065170054.0,Kaduna,Konga,Books,Nigerian Law Reports,8658.05,4,0,34632.2,Pos,34.0,Female,Regular,3.0,4.0,False,INVALID,34632.2,2023,9,September,Q3,26-35,False,No Discount
ORD-100232,2023-10-10,Customer_17,customer232@example.com,8016207276.0,Delta,Flutterwave Store,Books,Nigerian Law Reports,6830.05,1,0,6830.05,Card,45.0,Male,Vip,5.0,5.0,False,INVALID,6830.05,2023,10,October,Q4,36-45,False,No Discount
ORD-100233,2023-11-10,Customer_92,customer233@example.com,8060599763.0,Kaduna,Whatsapp Commerce,Books,Nigerian Law Reports,2136.42,1,20,1709.14,Pos,29.0,Female,New,1.0,12.0,False,INVALID,1709.1360000000002,2023,11,November,Q4,26-35,False,20%+
ORD-100234,2023-01-01,Customer_82,customer234@example.com,8034639096.0,Imo,Jumia,Books,Nigerian Law Reports,11548.24,4,0,46192.96,Pay On Delivery,35.0,Male,Vip,4.0,1.0,False,INVALID,46192.96,2023,1,January,Q1,26-35,False,No Discount
ORD-100235,2023-01-01,Customer_97,customer235@example.com,8079994914.0,Anambra,Whatsapp Commerce,Books,Ican Study Pack,9390.64,1,0,9390.64,Ussd,64.0,Male,New,3.0,1.0,True,INVALID,9390.64,2023,1,January,Q1,56-65,False,No Discount
ORD-100236,2023-01-01,Customer_79,customer236@example.com,8027841160.0,Enugu,Konga,Phones & Tablets,Iphone 15 128Gb,523796.28,2,0,1047592.56,Bank Transfer,40.0,Male,Vip,5.0,10.0,False,INVALID,1047592.56,2023,1,January,Q1,36-45,True,No Discount
ORD-100237,2023-01-01,Customer_22,customer237@example.com,979206285.0,Delta,Flutterwave Store,Phones & Tablets,Xiaomi Redmi Note 13,615662.42,3,15,1569939.17,Pos,41.5,Male,Premium,4.0,3.0,False,INVALID,1569939.171,2023,1,January,Q1,36-45,True,15-19%
ORD-100238,2023-01-01,Customer_27,customer238@example.com,8085127029.0,Rivers,Jumia,Groceries,Honeywell Flour 10Kg,5930.77,1,5,5634.23,Bank Transfer,39.0,Male,Premium,2.0,10.0,False,INVALID,5634.2315,2023,1,January,Q1,36-45,False,0-9%
ORD-100239,2023-01-01,Customer_55,customer239@example.com,8004364704.0,Imo,Flutterwave Store,Beauty,Dark & Lovely Relaxer,16221.0,1,0,16221.0,Card,41.5,Male,Regular,3.0,3.0,False,INVALID,16221.0,2023,1,January,Q1,36-45,False,No Discount
ORD-100240,2023-01-01,Customer_32,customer240@example.com,732896788.0,Anambra,Jumia,Fashion,Female Aso-Oke,44174.51,4,0,176698.04,Ussd,41.0,Male,Regular,1.0,12.0,False,INVALID,176698.04,2023,1,January,Q1,36-45,True,No Discount
ORD-100241,2023-01-01,Customer_60,customer241@example.com,8007187248.0,Kaduna,Jumia,Sports,Nigeria Football Jersey,108693.57,2,0,217387.14,Pos,53.0,Male,Vip,4.0,8.0,False,INVALID,217387.14,2023,1,January,Q1,46-55,True,No Discount
ORD-100242,2023-01-01,Customer_83,customer242@example.com,8033398573.0,Oyo,Jumia,Books,Waec Past Questions,8183.98,3,15,20869.15,Bank Transfer,41.5,Male,Vip,5.0,9.0,True,INVALID,20869.148999999998,2023,1,January,Q1,36-45,False,15-19%
ORD-100243,2023-01-01,Customer_28,customer243@example.com,8096372041.0,Abuja,Konga,Electronics,Lg Air Conditioner,247213.7,3,5,704559.04,Pos,41.5,Female,Regular,5.0,11.0,True,INVALID,704559.045,2023,1,January,Q1,36-45,True,0-9%
ORD-100244,2023-01-01,Customer_28,customer244@example.com,8022549802.0,Anambra,Flutterwave Store,Sports,Adidas Running Sneakers,9036.71,1,15,64540.42,Card,63.0,Male,Regular,4.0,12.0,False,INVALID,7681.203499999999,2023,1,January,Q1,56-65,False,15-19%
ORD-100245,2023-01-01,Customer_74,customer245@example.com,8072257592.0,Kaduna,Jiji,Phones & Tablets,Infinix Hot 40 Pro,547486.86,1,5,520112.52,Bank Transfer,34.0,Female,Vip,5.0,1.0,True,INVALID,520112.51699999993,2023,1,January,Q1,26-35,True,0-9%
ORD-100246,2023-01-01,Customer_84,customer246@example.com,8073525889.0,Anambra,Jiji,Electronics,Samsung Smart Tv,29795.42,2,10,53631.76,Bank Transfer,61.0,Female,Vip,3.0,11.0,False,INVALID,53631.756,2023,1,January,Q1,56-65,False,10-14%
ORD-100247,2023-01-01,Customer_25,customer247@example.com,8036297753.0,Anambra,Jiji,Electronics,Scanfrost Refrigerator,212068.36,3,5,604394.83,Ussd,18.0,Female,Vip,4.0,2.0,True,INVALID,604394.8259999999,2023,1,January,Q1,18-25,True,0-9%
ORD-100248,2023-01-01,Customer_85,customer248@example.com,876974688.0,Imo,Flutterwave Store,Electronics,Hisense Chest Freezer,349783.42,1,0,349783.42,Ussd,57.0,Male,Premium,2.0,10.0,False,INVALID,349783.42,2023,1,January,Q1,56-65,True,No Discount
ORD-100249,2023-01-01,Customer_78,no-email@placeholder.ng,8029352875.0,Oyo,Whatsapp Commerce,Groceries,Dangote Semolina 10Kg,4668.55,3,15,11904.8,Bank Transfer,34.0,Male,New,2.0,2.0,True,INVALID,11904.802500000002,2023,1,January,Q1,26-35,False,15-19%
ORD-100250,2023-01-11,Customer_86,notanemail,8029702449.0,Kaduna,Flutterwave Store,Phones & Tablets,Samsung Galaxy A55,397005.74,5,0,64540.42,Ussd,24.0,Female,New,3.0,4.0,False,INVALID,1985028.7,2023,1,January,Q1,18-25,False,No Discount
ORD-100251,2023-02-11,Customer_26,notanemail,8074664783.0,Oyo,Jumia,Electronics,Sony Home Theatre,119806.38,2,10,215651.48,Bank Transfer,43.0,Male,Regular,4.0,2.0,False,INVALID,215651.48400000003,2023,2,February,Q1,36-45,True,10-14%
ORD-100252,2023-04-11,Customer_75,customer252@example.com,8003535489.0,Kano,Whatsapp Commerce,Books,Jamb Cbt Practice Book,2501.64,2,0,5003.28,Pay On Delivery,35.0,Male,Premium,5.0,7.0,False,INVALID,5003.28,2023,4,April,Q2,26-35,False,No Discount
ORD-100253,2023-05-11,Customer_71,customer253@example.com,8037931104.0,Imo,Jumia,Furniture,Wardrobe 4-Door,372236.24,5,0,1861181.2,Pos,60.0,Male,Vip,2.0,13.0,False,INVALID,1861181.2,2023,5,May,Q2,56-65,True,No Discount
ORD-100254,2023-06-11,Customer_17,customer254@example.com,8045523030.0,Enugu,Jumia,Electronics,Sony Home Theatre,79520.67,2,15,135185.14,Pay On Delivery,41.5,Male,Vip,3.0,9.0,False,INVALID,135185.139,2023,6,June,Q2,36-45,True,15-19%
ORD-100255,2023-07-11,Customer_82,customer255@example.com,899398941.0,Enugu,Flutterwave Store,Groceries,Titus Sardine 50Pcs,1364.62,5,20,5458.48,Pay On Delivery,29.0,Male,Regular,4.0,7.0,False,INVALID,5458.48,2023,7,July,Q3,26-35,False,20%+
ORD-100256,2023-08-11,Unknown Customer,customer256@example.com,8008937470.0,Anambra,Jiji,Sports,Kettlebell 20Kg,52346.23,4,20,167507.94,Pos,24.0,Male,Regular,4.0,12.0,False,INVALID,167507.93600000002,2023,8,August,Q3,18-25,True,20%+
ORD-100257,2023-01-01,Customer_56,customer257@example.com,8015141250.0,Delta,Whatsapp Commerce,Phones & Tablets,Iphone 15 128Gb,643436.51,4,0,2573746.04,Bank Transfer,34.0,Female,Premium,1.0,6.0,False,INVALID,2573746.04,2023,1,January,Q1,26-35,True,No Discount
ORD-100258,2023-11-11,Customer_64,customer258@example.com,8061570844.0,Abuja,Konga,Beauty,Mac Foundation,18830.56,1,5,17889.03,Bank Transfer,62.0,Female,New,1.0,10.0,False,INVALID,17889.032,2023,11,November,Q4,56-65,False,0-9%
ORD-100259,2023-12-11,Customer_20,customer259@example.com,8015378872.0,Kano,Jiji,Groceries,Golden Penny Rice 25Kg,911.62,2,0,1823.24,Ussd,29.0,Female,New,2.0,1.0,False,INVALID,1823.24,2023,12,December,Q4,26-35,False,No Discount
ORD-100260,2023-01-01,Customer_38,customer260@example.com,0000000000,Imo,Konga,Electronics,Lg Air Conditioner,167473.13,2,20,267957.01,Card,53.0,Female,Vip,1.0,11.0,False,INVALID,267957.00800000003,2023,1,January,Q1,46-55,True,20%+
ORD-100261,2023-01-01,Customer_75,no-email@placeholder.ng,8049857909.0,Delta,Flutterwave Store,Phones & Tablets,Iphone 15 128Gb,434662.45,2,0,869324.9,Bank Transfer,51.0,Female,Regular,2.0,10.0,True,INVALID,869324.9,2023,1,January,Q1,46-55,True,No Discount
ORD-100262,2023-01-01,Customer_58,customer262@example.com,8085477211.0,Delta,Whatsapp Commerce,Furniture,L-Shape Office Sofa,331159.66,3,10,894131.08,Pos,55.0,Male,Premium,5.0,9.0,False,INVALID,894131.082,2023,1,January,Q1,46-55,True,10-14%
ORD-100263,2023-01-01,Customer_16,customer263@example.com,8067977921.0,Abuja,Flutterwave Store,Electronics,Sony Home Theatre,232806.06,3,10,628576.36,Card,32.0,Male,Vip,2.0,5.0,False,INVALID,628576.362,2023,1,January,Q1,26-35,True,10-14%
ORD-100264,2023-01-01,Customer_51,customer264@example.com,8028660696.0,Enugu,Konga,Groceries,Honeywell Flour 10Kg,3235.23,5,15,13749.73,Pos,45.0,Male,New,1.0,11.0,False,INVALID,13749.727499999999,2023,1,January,Q1,36-45,False,15-19%
ORD-100265,2023-01-01,Customer_27,customer265@example.com,8072916444.0,Delta,Jumia,Fashion,Female Gele Headtie,26328.78,2,10,64540.42,Pos,24.0,Female,New,5.0,5.0,False,INVALID,47391.804,2023,1,January,Q1,18-25,False,10-14%
ORD-100266,2023-01-01,Customer_51,customer266@example.com,8075685037.0,Delta,Flutterwave Store,Books,Waec Past Questions,6395.47,5,15,27180.75,Pos,48.0,Female,Premium,1.0,6.0,False,INVALID,27180.7475,2023,1,January,Q1,46-55,False,15-19%
ORD-100267,2023-01-01,Customer_75,customer267@example.com,8092209050.0,Kano,Whatsapp Commerce,Beauty,Mac Foundation,22216.96,5,15,94422.08,Card,40.0,Male,Vip,3.0,9.0,False,INVALID,94422.07999999999,2023,1,January,Q1,36-45,True,15-19%
ORD-100268,2023-01-01,Customer_16,customer268@example.com,8046585830.0,Abuja,Flutterwave Store,Sports,Treadmill Manual,65041.02,3,15,165854.6,Pay On Delivery,29.0,Female,Premium,3.0,7.0,False,INVALID,165854.601,2023,1,January,Q1,26-35,True,15-19%
ORD-100269,2023-01-01,Customer_87,customer269@example.com,749335315.0,Delta,Jiji,Groceries,Dangote Semolina 10Kg,3807.74,2,20,6092.38,Pos,41.5,Male,Vip,4.0,8.0,False,INVALID,6092.384,2023,1,January,Q1,36-45,False,20%+
ORD-100270,2023-01-01,Unknown Customer,customer270@example.com,8008449314.0,Lagos,Flutterwave Store,Phones & Tablets,Infinix Hot 40 Pro,344431.37,5,20,1377725.48,Ussd,50.0,Male,New,1.0,8.0,False,INVALID,1377725.4800000002,2023,1,January,Q1,46-55,True,20%+
ORD-100271,2023-01-01,Customer_76,customer271@example.com,8088505435.0,Imo,Konga,Beauty,Neutrogena Body Lotion,14652.75,1,5,13920.11,Bank Transfer,56.0,Male,Regular,2.0,8.0,False,INVALID,13920.1125,2023,1,January,Q1,56-65,False,0-9%
ORD-100272,2023-01-01,Customer_40,no-email@placeholder.ng,8016389143.0,Delta,Flutterwave Store,Beauty,Maybelline Mascara,20256.24,2,0,40512.48,Bank Transfer,29.0,Female,Regular,5.0,1.0,False,INVALID,40512.48,2023,1,January,Q1,26-35,False,No Discount
ORD-100273,2023-01-01,Customer_67,customer273@example.com,8077557984.0,Anambra,Whatsapp Commerce,Beauty,Mac Foundation,13829.32,2,15,23509.84,Bank Transfer,45.0,Female,New,1.0,1.0,False,INVALID,23509.843999999997,2023,1,January,Q1,36-45,False,15-19%
ORD-100274,2023-01-01,Customer_2,customer274@example.com,8019943033.0,Kaduna,Flutterwave Store,Electronics,Scanfrost Refrigerator,236654.48,2,15,402312.62,Card,56.0,Male,Regular,1.0,8.0,False,INVALID,402312.616,2023,1,January,Q1,56-65,True,15-19%
ORD-100275,2023-02-12,Customer_48,customer275@example.com,8008234654.0,Anambra,Flutterwave Store,Books,Acca F3 Textbook,9168.84,5,0,45844.2,Ussd,19.0,Male,Regular,4.0,5.0,False,INVALID,45844.2,2023,2,February,Q1,18-25,False,No Discount
ORD-100276,2023-03-12,Customer_52,customer276@example.com,8065462081.0,Abuja,Whatsapp Commerce,Electronics,Scanfrost Refrigerator,189256.32,2,0,378512.64,Ussd,19.0,Female,Vip,2.0,9.0,False,INVALID,378512.64,2023,3,March,Q1,18-25,True,No Discount
ORD-100277,2023-04-12,Unknown Customer,customer277@example.com,8079825606.0,Oyo,Flutterwave Store,Phones & Tablets,Xiaomi Redmi Note 13,361515.05,3,15,921863.38,Ussd,43.0,Female,Premium,3.0,2.0,True,INVALID,921863.3775,2023,4,April,Q2,36-45,True,15-19%
ORD-100278,2023-05-12,Customer_93,customer278@example.com,8073374540.0,Anambra,Whatsapp Commerce,Electronics,Hisense Chest Freezer,308682.9,3,5,879746.26,Ussd,23.0,Female,Vip,5.0,9.0,False,INVALID,879746.265,2023,5,May,Q2,18-25,True,0-9%
ORD-100279,2023-07-12,Customer_98,customer279@example.com,8016547415.0,Kaduna,Konga,Fashion,Female Gele Headtie,20244.01,4,10,72878.44,Ussd,17.0,Female,Premium,2.0,12.0,False,INVALID,72878.436,2023,7,July,Q3,Under 18,True,10-14%
ORD-100280,2023-08-12,Customer_84,customer280@example.com,8056105241.0,Anambra,Whatsapp Commerce,Books,Jamb Cbt Practice Book,6188.98,2,10,11140.16,Pay On Delivery,41.5,Male,Premium,5.0,8.0,False,INVALID,11140.163999999999,2023,8,August,Q3,36-45,False,10-14%
ORD-100281,2023-09-12,Customer_82,customer281@example.com,8039105396.0,Delta,Konga,Books,Ican Study Pack,11895.69,1,0,11895.69,Ussd,61.0,Male,Regular,1.0,9.0,False,INVALID,11895.69,2023,9,September,Q3,56-65,False,No Discount
ORD-100282,2023-10-12,Customer_78,customer282@example.com,8091488169.0,Kaduna,Konga,Phones & Tablets,Xiaomi Redmi Note 13,35181.71,4,0,140726.84,Ussd,37.0,Female,Premium,4.0,4.0,False,INVALID,140726.84,2023,10,October,Q4,36-45,True,No Discount
ORD-100283,2023-11-12,Customer_82,customer283@example.com,8002886223.0,Imo,Whatsapp Commerce,Sports,Adidas Running Sneakers,24700.33,3,10,66690.89,Card,56.0,Female,Premium,4.0,1.0,False,INVALID,66690.891,2023,11,November,Q4,56-65,True,10-14%
ORD-100284,2023-01-01,Customer_2,customer284@example.com,8014665997.0,Oyo,Flutterwave Store,Fashion,Men Agbada Set,18818.47,2,10,33873.25,Card,31.0,Female,New,3.0,1.0,False,INVALID,33873.24600000001,2023,1,January,Q1,26-35,False,10-14%
ORD-100285,2023-01-01,Customer_65,customer285@example.com,8021114093.0,Delta,Jiji,Groceries,Golden Penny Rice 25Kg,7494.42,3,20,17986.61,Ussd,44.0,Female,Premium,4.0,5.0,False,INVALID,17986.608000000004,2023,1,January,Q1,36-45,False,20%+
ORD-100286,2023-01-01,Customer_20,missing@,8014937049.0,Lagos,Whatsapp Commerce,Electronics,Lg Air Conditioner,38459.95,2,5,73073.9,Pay On Delivery,64.0,Male,New,1.0,2.0,False,INVALID,73073.90499999998,2023,1,January,Q1,56-65,True,0-9%
ORD-100287,2023-01-01,Customer_34,customer287@example.com,8093701061.0,Lagos,Flutterwave Store,Furniture,Glass Centre Table,29505.58,4,0,118022.32,Ussd,63.0,Female,Vip,3.0,8.0,False,INVALID,118022.32,2023,1,January,Q1,56-65,True,No Discount
ORD-100288,2023-01-01,Customer_41,customer288@example.com,8059109294.0,Abuja,Konga,Electronics,Scanfrost Refrigerator,32649.09,2,0,65298.18,Ussd,45.0,Female,Regular,2.0,10.0,False,INVALID,65298.18,2023,1,January,Q1,36-45,True,No Discount
ORD-100289,2023-01-01,Customer_41,customer289@example.com,8084195753.0,Rivers,Jumia,Beauty,Maybelline Mascara,2942.75,3,20,7062.6,Ussd,27.0,Male,Premium,4.0,11.0,False,INVALID,7062.6,2023,1,January,Q1,26-35,False,20%+
ORD-100290,2023-01-01,Customer_75,customer290@example.com,8079175105.0,Anambra,Jiji,Electronics,Samsung Smart Tv,27594.92,5,20,110379.68,Pos,41.5,Female,New,3.0,5.0,False,INVALID,110379.68,2023,1,January,Q1,36-45,True,20%+
ORD-100291,2023-01-01,Customer_91,customer291@example.com,8049783675.0,Kaduna,Flutterwave Store,Groceries,Dangote Semolina 10Kg,4098.36,2,0,8196.72,Pay On Delivery,26.0,Male,Vip,1.0,5.0,False,INVALID,8196.72,2023,1,January,Q1,26-35,False,No Discount
ORD-100292,2023-01-01,Customer_23,customer292@example.com,8084132396.0,Delta,Jiji,Electronics,Lg Air Conditioner,209553.66,2,20,335285.86,Bank Transfer,61.0,Male,Vip,5.0,2.0,False,INVALID,335285.856,2023,1,January,Q1,56-65,True,20%+
ORD-100293,2023-01-01,Customer_38,customer293@example.com,8007460104.0,Lagos,Jumia,Fashion,Ankara Midi Dress,14046.7,1,5,13344.36,Ussd,36.0,Male,Vip,5.0,7.0,False,INVALID,13344.365,2023,1,January,Q1,36-45,False,0-9%
ORD-100294,2023-01-01,Customer_44,customer294@example.com,900708818.0,Oyo,Jumia,Fashion,Female Aso-Oke,19427.21,2,10,34968.98,Bank Transfer,36.0,Female,New,1.0,13.0,False,INVALID,34968.978,2023,1,January,Q1,36-45,False,10-14%
ORD-100295,2023-01-01,Customer_67,missing@,8050372411.0,Rivers,Jumia,Books,Nigerian Law Reports,2190.35,4,15,7447.19,Pay On Delivery,20.0,Male,New,1.0,8.0,True,INVALID,7447.19,2023,1,January,Q1,18-25,False,15-19%
ORD-100296,2023-01-01,Customer_62,customer296@example.com,816179064.0,Oyo,Whatsapp Commerce,Phones & Tablets,Tecno Spark 20 Pro,292323.4,1,0,292323.4,Ussd,41.5,Female,Regular,5.0,10.0,False,INVALID,292323.4,2023,1,January,Q1,36-45,True,No Discount
ORD-100297,2023-01-01,Customer_12,customer297@example.com,8070791651.0,Anambra,Jiji,Sports,Adidas Running Sneakers,64134.75,1,10,57721.28,Bank Transfer,35.0,Female,Premium,3.0,13.0,False,INVALID,57721.275,2023,1,January,Q1,26-35,False,10-14%
ORD-100298,2023-01-01,Customer_30,customer298@example.com,8072064460.0,Kano,Whatsapp Commerce,Furniture,Glass Centre Table,372829.11,1,10,335546.2,Bank Transfer,52.0,Male,Vip,5.0,1.0,True,INVALID,335546.199,2023,1,January,Q1,46-55,True,10-14%
ORD-100299,2023-01-01,Customer_95,customer299@example.com,8047994692.0,Rivers,Jumia,Beauty,Dark & Lovely Relaxer,880.98,3,0,2642.94,Pay On Delivery,18.0,Male,Regular,1.0,2.0,False,INVALID,2642.94,2023,1,January,Q1,18-25,False,No Discount
ORD-100300,2024-01-01,Customer_87,customer300@example.com,8048932875.0,Enugu,Flutterwave Store,Electronics,Samsung Smart Tv,171549.11,2,0,343098.22,Ussd,41.5,Male,New,4.0,10.0,True,INVALID,343098.22,2024,1,January,Q1,36-45,True,No Discount
ORD-100301,2024-02-01,Customer_65,customer301@example.com,8005225295.0,Kano,Jumia,Electronics,Scanfrost Refrigerator,114495.96,1,20,91596.77,Pos,48.0,Female,Regular,2.0,4.0,False,INVALID,91596.76800000001,2024,2,February,Q1,46-55,True,20%+
